DATE,LIBERIA,EGYPT,BERMUDA,UNITED STATES,ARGENTINA,SWAZILAND,NORFOLK ISLAND,NEPAL,BAHRAIN,INDONESIA,EL SALVADOR,BAHAMAS,AUSTRALIA,KENYA,CROATIA,SOUTH KOREA,GAMBIA,AZERBAIJAN,LIBYAN ARAB JAMHIRYA,KUWAIT,MALTA,SWEDEN,BRUNEI DARUSSALAM,URUGUAY,CENTRAL AFRICAN REPUBLIC,DOMINICAN REPUBLIC,ROMANIA,JORDAN,CHINA,REUNION,AUSTRIA,BELGIUM,NAURU,BRAZIL,ICELAND,ALGERIA,LEBANON,"VENEZUELA, BOLIVARIAN REPUBLIC",VIET NAM,BURUNDI,SOMALIA,SINGAPORE,ZAMBIA,TAIWAN,UGANDA,ALBANIA,UKRAINE,YEMEN,TURKEY,CHILE,NETHERLANDS,GERMANY,LITHUANIA,ESTONIA,UNITED KINGDOM,HONDURAS,FIJI,NETHERLANDS ANTILLES,SUDAN,RWANDA,GUATEMALA,MALAWI,MYANMAR/BURMA,WALLIS AND  FUTUNA,ECUADOR,BOSNIA AND HERZEGOVINA,MALDIVES,IRELAND,PAKISTAN(EPZ),ANGOLA,SWITZERLAND,SYRIAN ARAB REPUBLIC,ZIMBABWE,SLOVENIA,TUNISIA,HAITI,BAHRAIN/KINGDOM OF BAHRAIN,OMAN,COSTA RICA,FINLAND,ITALY,PHILIPPINES,NICARAGUA,AFGHANISTAN,TOGO,FRANCE,SPAIN,PARAGUAY,CYPRUS,GUYANA,MOZAMBIQUE,JAPAN,"HONG KONG, CHINA",YUGOSLAVIA,ERITREA,CONGO,DENMARK,COLOMBIA,CUBA,ETHIOPIA,BULGARIA,BANGLADESH,NIGER,DJIBOUTI,CZECH REPUBLIC,KAZAKHSTAN,CAMBODIA/KAMPUCHEA,BOLIVIA,SLOVAK REPUBLIC,MEXICO,TURKEMANISTAN,GUINEA,PANAMA,NORTH KOREA,CAMEROON,MADAGASCAR,SRI LANKA,IVORY COAST / COTE D'IVOIRE,PAPUA NEW GUINEA,ANGUILLA,KYRGYZSTAN,COMOROS,MAURITIUS,TRINIDAD AND TOBAGO,PERU,THAILAND,NORWAY,GHANA,SEYCHELLES,TANZANIA,IRAN,RUSSIAN FEDRATION,NAMIBIA,UZBEKISTAN,SENEGAL,NIGERIA,SAUDI ARABIA,INDIA,GREECE,BOTSWANA,QATAR,CANADA,BENIN,PUERTO RICO,MALI,JAMAICA,HUNGARY,IRAQ,EQUATORIAL GUINEA,POLAND,MOROCCO,BELARUS,SURINAM,UNITED ARAB EMIRATES,LATVIA,SAINT KITTS  AND NEVIS,LESOTHO,SOUTH AFRICA,PORTUGAL,NEW ZEALAND,MALAYSIA,ARMENIA,BARBADOS,BELIZE,CAYMAN ISLANDS,CHAD,EAST TIMOR,EUROPIEN UNION,FRENCH POLYNESIA,GABON,GEORGIA,GRENADA,GUAM,HEARD ISLAND AND MCDONALD ISLA,LUXEMBOURG,"MACAU, CHINA",SAINT LUCIA,WESTERN SHAHRA,GUADELOUPE,UPPER VOLTA/BURKINA FASO,MAURITANIA,SAO TOME & PRINCIPE,FALKLAND ISLAND (MALVINAS),SIERRA LEONE,MONTSERRAT,TONGA,CAPE VERDE,SAMDA/SAMOA,FAEROE ISLANDS,SERBIA,MARTINIQUE,VIRGIN ISLANDS U.S.,AMERICAN SAMOA,ANDORRA,ARUBA,COOK ISLANDS,MOLDOVA,MONGOLIA,ANTIGUA AND BARBUDA,GREENLAND,ISRAEL,GIBRALTAR,NEW CALEDONIA,LAO PEOPLE'S DEMOCRATIC REPUBL,MAYOTTE,VATICAN CITY/HOLY SEE,CHRISTMAS ISLAND,KIRIBATI,SAINT PIERRE MIQUELON,TURKS AND  CAICOS ISLAND,TOKELAU,BHUTAN,TAJIKISTAN,REUNION ISLAND,FORMER CZECHOSLOVAKIA,TUVALU,VIRGIN ISLAND BRITISH,PALAU,SOUTH GEORGIA AND THE SOUTH SA,SAINT HELENA,BRITISH INDIAN OCEAN TERRITORI,MYANMAR (BURMA),SOLOMON ISLANDS,MACEDONIA,LIBYA,TRINIDAD,EQ. GUINEA,PAPUA NEWGUINEA,LAOS,KIRGHIZIA,TADZHIKISTAN,UNITED STATES MINOR OUTLYING I,YT,"MICRONESIA,FEDRATED STATES  OF",BOSNIA,SVALBARD AND JAN MAYEN,MARSHALL ISLANDS,FRENCH SOUTHERN TERRITORIES,SAO TOME,LIECHTENSTEIN,KURDISTAN,BOUVET ISLAND,FRENCH GUIANA,SAN MARINO,MONACO,PALLINN,NIUE,SAINT VINCENT AND THE GRENADIN,VANUATU,"TANZANIA, UNITED REPUBLIC OF",KOREA REPUBLIC OF,GUINEA BISSAU,POLANO,TAIWAN/SEP CUSTOMS TERRITORY O,KYRGYZ REPUBLIC,PAKISTAN,CAMBODIA/KAMPUCHEA DEMOCRATIC,"CONGO, DEMOCRATIC REPUBLIC OF",KAZAKISTAN,IRAN (ISLAMIC REPUBLIC OF),"YUGOSLAVIA, FEDERAL REPUBLIC O","KOREA, DEMOCRATIC PEOPLE'S REP",UKRAINIAN,CONGO REPUBLIC OF,FORMER YOGOSLAV REPUBLIC OF MA,TAJIKISTAN/TASMANIA,KYRZYGHISTAN,GERMAN FEDR REPUBLIC,DOMINICA,PITCAIRN,"MOLDOVA, REPUBLIC OF",MONTENEGRO,MACAO,CURACAO
2/1/08,5999.96,819842.66,2415.57,107385517.4,2763458.52,124100.87,,39321.48,,3378717.31,1187407.08,,4287187.49,1627755.7,421629.89,14030837.8,40100.04,268778.27,329138.15,7191226.15,95610.82,5397896.49,7184.78,346552.42,,126118.35,448117.14,137033.99,7703238.76,4316.68,1178810.84,12195884.15,,1294655.43,7990.28,253234.58,521190.26,564252.32,2103497.67,,,2155016.6,54761.43,2655076.94,260588.98,,1867631.93,5999410.49,9991788.25,1874472.74,24761865.94,48784394.51,733108.88,1081137.36,41530488.83,881.99,,,818947.2,5758.51,153899.47,42813.96,322474.46,,202242.15,2330,52630.58,1957258.85,12181831.37,12485,7443654.39,527356.31,8369.01,444773.74,139108.93,60694.08,2252923.73,11712546.01,624489.72,1942363,30357629.72,1855348.47,108474.24,67874643.65,65517.02,18648111.82,24909945.56,154907.75,249666.78,2042.68,127261.88,7956144.08,7164168.84,7236,,139555.99,3329437.95,1065069.25,161814.9,51423.64,2574186.6,10211288.74,,580464.1,1657877.48,134771.36,166489.17,27026.17,147871.79,1357661.21,10350,8310416.27,204526.19,17240.45,8341945.17,742482.15,6420665.8,8100382.39,,,157912.05,544000,225861.53,115802.32,605155.36,1558018.71,1445496.52,179462.34,25785.04,249682.99,13510235.66,3671738.17,307628.36,41995.23,1290000,776591.57,13593014.59,7153849.05,3442439.71,8240,10995313.07,7770839.31,10630.02,18867.65,,135213.13,756804.69,766721.9,,2337512.11,518505.22,15463.3,23678,148118695.4,153270.25,1248.99,,13778870.18,2136880.07,1376410.49,1422872.6,,4780,1941.02,3982.97,,,,,174452.3,213318.55,,,,,19660.3,,,,,,,,16535.11,,44416.17,,,,51911.48,,5191.15,67801.99,,1689,,10437.98,,,21528.39,,,,8395.99,,,,,,36096.2,,,,,,,,33467.42,,,,,,,,,,,,,,114423.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/08,8907.99,1158949.32,5914.29,107987774.6,1967983.43,72346.13,,72126.34,,5184068.95,925392.48,10275,4096946.63,973415.99,294242.47,11679923.5,42099.88,423500.01,385575.13,6177269.57,140897.16,6057839.61,,189992.38,,90465,1354941.43,788732.5,10011050.86,54328.26,1855293.2,13796238.38,,1868078.57,22430,511561.78,1280985.02,991519.16,1846492.05,,6450,3635235.03,94739.92,7675645.35,118128.05,,1895708.05,4041648.63,16169113.37,2645301.57,26522385.15,43866327.91,1278071.28,1369557.43,48091075.54,13280.48,27437.93,3424.44,728411.42,,94461.75,3352.5,74360.72,,127775.19,2503.65,58616.83,2590499.09,12489929.38,11614.99,1396787.78,1093658.68,,454822.3,504736.98,,1983804.48,10807681.8,1609743.71,2393374.68,41514363.5,1035725.99,51084.17,105129661.3,165412.18,19629908.4,28529598.82,124531.55,411966.78,37409.01,96207.25,4089664.57,9182392.49,21422.34,,62225.26,3186916.04,1148631.13,,69367.94,1545422.78,9688645.05,,6634286.53,2068482.95,404421.7,189183.37,8570.55,210651.89,2092295.03,58946.99,30204.6,161758.54,6340,1372947.29,1204544.39,4241318.06,46524.66,,,187483.41,382592,288824.3,59442.09,801566.74,1832487.81,1782331.24,1797110.26,,223866.28,13994607.25,3180708.44,,189293.45,200,1535976.2,13204912.52,26527236.64,5932524.13,25179.43,8649074.94,7727337.83,514.96,177859.61,,239784.04,950795.01,696350.76,,3801623.13,204311.44,24672,3310,104543815.7,162831.69,,,38215275.41,2590775.59,1589366.03,2318030.17,97047.86,,13498.52,4081.99,,,728.91,,30687.29,183726.72,5999.94,2040.97,,14003.21,4066.16,3904.98,,,,25524.87,,,,,,,,,104776.47,,,,,,,8904.99,18700.07,,,,,10216.75,2929,,,,,,58887,,,32472.91,,,,,,,,,,,,,,,,,,,113338.6,,,,,,,,,,,30240.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/08,1391.73,1606639.83,6590.4,112266547.7,2120532.47,24823.86,,84009.29,,4380176.94,371419.1,61439.19,4834989.65,1447007.38,299791.41,13893507.81,,200225.16,368007.54,3949245.45,290014.87,3925367.68,2540.7,318853.85,,180551.84,1607123.36,1921116.32,10313642.94,42660.5,1429831.04,13261848.66,,2169405.82,35637.23,669964.5,797055.93,645613.93,2788825.3,,1172500,3789534.1,24534,3616068.17,103095.16,1584.6,1366508.95,1982641.63,10189124.38,3031075.35,20274978.58,41161228.66,1865283.66,1031784.45,45036958.13,9983.06,40212.68,111205.14,1859633.71,11623.85,29312.25,20551.97,98993.74,,216341.67,20162.47,88833.75,2251489.46,12713337.89,903077.5,823499,477019,43944.16,584700.3,432317.21,2479.26,3036909.74,10754294.52,1293552.9,1474120.71,33323455.15,1105685.91,727.56,110315247.2,177089.37,20446779.06,25380231.78,162216.14,557560.13,167586.18,103529.25,5147153.89,11664582.93,5449.81,,99242.79,3276167.02,1225877.78,739.09,83718.85,202692.56,12219170.29,,2896458.93,1675767.99,265112.95,107460.83,25403.11,133652.64,1879462.8,106197.5,30994.09,273842.03,95265.54,2024090.14,907835.32,4532907.12,15172881,27475.68,,32330.46,274176,148405.75,78897.66,166547.4,2651640.51,1249438.13,6817815.02,808.2,254210.23,20775512.64,4349450.19,2106.5,21396.86,3614.12,2456615.9,13033798.45,9405593.64,5228572.77,,13887137.82,6144692.47,,189732.03,,61760.2,915709.34,2518684,,4094963.9,728679.66,47819.08,10120.55,135993416,216097.62,2270.99,,24954627.97,3555581.9,1178817.82,2351400.98,2736.03,5234.93,29940,3873.01,,,24215.79,,,103721.91,12.64,,,2347.22,5439.84,,,,,,,,,,,,,,225758.01,,,5194.24,,,,18440.41,26220,2761.38,,,9446.83,11523.39,,,,,,,,,,,,,,,23000,,,,,,,,,,,,,,,,,,,,,,,,,,4714.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/08,,930328.32,2070.99,98686070.73,1205399.14,44181.39,,9954.83,,3556824.78,189557.82,,4034547.52,2638864.22,386261.39,4992749.35,,591357.32,2675,10374998.45,78858.24,4953446.28,12021.29,124327.79,,155489.24,1233129.32,666014.2,10871899.65,237600,1165268.05,16326901.61,,1216937.74,19780.02,201910.06,739479.88,528478.47,2156165.45,,1092860,2251280.06,3054.99,1366218.49,63043.74,,1991895.02,8999445.92,9147062.16,1837592.11,19660448.04,34829027.68,2072999.47,567315.47,45697224.2,119496.84,32525.34,,3615567.85,5826.81,535767.36,85783.61,260532.64,,62000.1,5408,423391.69,3444175.45,19611086.14,624380.9,1470050.96,370251.79,19859.99,189067.09,101643.82,,4660755.63,49809831.71,1038387.94,1526417.41,24555604.22,26967558.04,1727.59,90946549.93,90358.34,16880062.99,20716468.2,43543.61,215065.06,26430.64,202405.48,3711480.91,8705416.71,17735.31,,211077.07,2364826.98,319229.8,,63374.22,154310.85,7446368.15,,2639394.99,1109089.85,26026.39,186006.07,56748.29,262578.62,1283123.5,21719.59,,237621.97,5931.98,291715.6,322185.04,4747292.51,12609962.8,63344.74,,175615.53,280256,3096167.88,9882,239765.02,1726689.27,1475154.61,893001.29,5550,555601.94,27016628.95,2305998.16,86176.18,285633.39,39049.93,520915.41,18432703.26,6214132.19,2177305.13,1000,13088083.09,6437676.21,3304.51,105478.11,,86790.43,599216.12,2062572.5,,1882455.63,110132.91,13221.25,,165597577.4,30417.33,,,6701200.12,2852903.12,923205.14,4467846.01,,7083.97,2079.98,,,,,,,257296.47,,,,,,,,154412.51,,,,,,,1109.6,,,,42360.48,39950.02,,3900,,,,9249.98,2870.5,9950,,,,,19871.72,,,,,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/08,5399.97,1657318.86,5733.69,119195040.7,2026011.92,14797.43,,20708.99,,4227093.69,635423.55,92345.26,7080519.86,4290109.04,420680.67,4803531.43,8692709.89,799753.86,138293.69,11758016.63,34324.67,6031582.88,7769.95,271200.65,,353822.77,1567703.5,769586.93,9785180.01,193532.51,1438048.41,25563681.58,,2664957.47,53388.5,866388.84,868089.24,608412.45,3096623.68,,698725,1940265.58,121232.18,2207216.01,147301.41,,3247775.25,3547629.05,17796648.15,3384153.57,29794729.6,45517999.53,3058336.35,1812295.23,56065088.49,,73492.87,,6303064.05,4328.81,568397.77,50907.1,148089.23,,225707.8,10284.9,408752.82,3278989.08,32910362.91,20815.99,1698312.16,438022.73,49694.39,176547.62,1237263.15,99047.96,5348806.88,43557881.89,913527.42,2722277.72,31131444.94,15107855.88,12299.98,126849441.5,55677.43,22919125.01,23324714.18,103121.96,379877.51,55127.11,4149861.03,4148762.44,9283368.28,1712.89,,789479.74,3501372.63,1600622.3,,209258.67,402070.82,6174652.53,,5776266.99,1595056.02,3558197.23,114220.75,9198.85,317135.45,2600643.38,69299.99,23308.57,1028716.31,116565.21,2812500,107924.85,3384164.09,112538.49,,,266966.08,,4051810.28,87830.6,624696.47,1622659.44,2471394.76,111985.08,16334,1125262.53,59711204.2,4374878.8,1655.5,330547.53,4940769.83,525654.2,32808102.26,7380444.12,4172822.78,27841.57,17713698.73,8975513.79,,195071.98,2159.89,336208.76,1246276.52,1783963.85,,2423689.98,504724.73,,910.03,198397080.1,174402.1,,,10636545.87,2995650.87,1344790.59,1994516.46,58693.81,48548.83,1900.26,6535.08,,,,,,97077.39,,12498.65,,30374.55,18107.25,,,,,,,,5799.98,,,,,,74127.38,,8889.62,,,,,8420.15,,,,,,3246.54,2852.23,,,,,,33320,,,18145.62,,,,67311.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/08,73542.78,1584135.16,7621.96,116330032.7,1134023.91,247236.2,,88290.23,,2585805.54,1695869.14,9259.09,6385651.91,2015085.91,564254.46,9443253.63,814368.92,488560.79,288496.52,10497288.81,75712.51,5616413.17,11583.7,343815.31,,617135.47,1700117.13,1058650.36,10348093.99,295459.78,1261808.39,15740930.58,,2656103.25,24385.33,347783.19,773628.86,1030301.71,2044799.67,,1193575,1644985.52,1972.76,17464055.56,155273.71,,1277258.34,2730521.2,15378111.25,2027195.24,25742307.12,49301984.02,2057762.65,1718250.98,52005805.35,65492.09,528238.49,,5498928.94,43579.22,363442.78,73368.93,198090.63,,471374.45,17493.33,529791.37,2761243.13,13180503,6031.95,1086363.25,961125.27,8235.03,308357.37,3983339.64,59867.99,4741298.24,30202440.55,114346.6,1924290.82,36933576.4,9484742.55,1356.86,94308640.4,131699.81,15731302.68,26353702.56,232757.11,141650.94,5153.6,3105920,5127014.51,10249018.7,24341.86,39500,305044.51,4294860.42,1114583.88,8828.29,76204.47,258255.29,7444993.51,61478.25,5362817.43,1059797.39,21790.13,117312.12,3455.9,168993.53,2638323.14,,5234644.89,495661.12,5174.99,109823.96,112052.53,4562948.51,7550999.99,,,56542.73,3344762,2765643.64,300953.98,201237.29,1456716.76,2246900.66,137897.97,16033.99,397092.68,30609737.89,5848129.5,4537.85,12675.04,3874756.64,508975.64,34207949.31,85875323.84,4016127.6,7904.39,17123561.19,7876952.77,7478.39,27426.59,5442,146157.91,739376.63,1900251.79,,2049475.27,258154.14,,,146952580.5,300959.12,1200,924.6,23761496.7,2054268.1,1494120.9,6398164.71,112631.24,105.99,7356.91,,5349.98,,,3060.9,45434.91,53687.49,,,40162.5,3060.13,5470,284.99,2255.89,3489.79,,44679.98,,,,,,,,,26453.07,,,,,,,6395.25,15297.76,,,,18264.44,,3479.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1266.95,,226520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/08,65625,1288649.06,4663.64,122349534.9,3213260.77,65411.71,,26579.24,,1625192.38,987338.87,15600,6030966.16,3269924.89,383340.73,11750095.02,772500,338923.62,363170.07,9087354.72,61066.98,4212130.57,4328,850972.78,,192227.21,940403.48,630692.81,8148442.09,3477.32,1142754.55,12777136.17,,3291315.31,7218.53,283705.08,817310.14,830801.71,3221736.79,,2024150,10756696.94,250,333292.29,205342,84032.27,1785610.72,3468541.07,16558433.37,2469653.26,24773655,40992589.43,1865930.94,1746361.97,45296183.31,246725.93,312898.68,,1649756.07,,304682.06,74667.26,333980.78,,408150.57,66078.69,491851.71,2937486.12,32205369.43,1307398.88,926500.64,830571.97,85946.28,110847.32,343121.21,79000,4270720.76,20850906.57,30632.58,2083966.83,33024925.86,3750966.48,133781.46,81463851.08,174888.86,18290886.44,15630147.1,313039.76,300463.47,7902.16,2033618.42,3551605.85,9164989.69,16049.53,,93806.79,2793763.64,880097.03,24.56,43546.83,261936.52,10916953.93,325995.41,11166477.12,954801.78,75830.42,485172.61,18750.05,172817.06,3217345.72,52131,16737249.59,363160.48,,506894.52,47493.71,8916660.38,3269.75,369.97,,1949.64,416075.43,1688106,292199.95,578677.01,1236626.26,1522932.41,558270.42,34452.5,383939.56,28564556.48,6713370.31,9120.48,66700.83,3075981.33,490121.89,24322534.36,33125193.86,4224300.8,,13290077.77,9087110.78,1153062.55,,11443.7,214365.46,802630.62,3231549.56,,1498584.93,451485.64,55697.58,4139.18,96103625.73,129181.86,500,,7501572.73,2768657.32,848112.64,5471477.5,481.38,,,,,,28029.32,,4095.72,82140.84,3199.89,,,5039.37,1588,,,,9796.01,,,,,,,,,,68583.89,,,27581.09,,,,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,3154.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/08,,2296153.49,14912.85,127408297,2450503.24,10994.1,,50109.45,,2370844.92,370003.83,,7776417.28,6891592.25,687761.28,9887146.08,983369.99,151114.55,342088.61,9481482.82,94389.87,6949971.43,6465.99,679506.28,,190469.95,1863602.8,924789.32,9035829.84,44400,1628873.5,17948048.58,,4017126.19,60567.82,617089.19,900050.95,1263054.81,2965491.86,13999.99,2679500,2419466.46,42748.44,859625.18,423824.64,54.99,1820591.23,6475331.55,16668274.1,3212007.32,34965557.1,44053425.12,1137615.49,1410332.96,53810251.74,58733.43,89009.64,,813016.71,57440.4,453659.03,41550.01,101321.45,,468050,3843.32,1041895.28,3492893.06,16878045.45,698623.13,1059628.33,155857.51,36902.46,313506.85,392987.64,58500,5742854.4,22160304.37,205325,2818328.24,32272735.84,2498812.12,147288.9,112770421.8,736305.59,29534282.04,17029394.24,700571.15,561170.96,45656.86,4778929.41,5914405.03,10005808,,,2938900.61,3626325.28,1282545.24,,96042.93,146700.08,17444522.07,66459.68,5663903.93,1577114.36,180606.95,707163.54,13567.2,389690.87,3639280.05,106283.38,638071.02,176251.59,183109.89,134059.56,1938800.53,6175648.2,60000,6001.63,,160805.31,1918020,2789674.49,301624.82,110486.67,1613035.41,3095270.48,2340936.51,676589.21,649522.32,50225648.94,7987634.82,44574.42,50982.04,2026412.35,510393.3,17362100,21747683.97,5558526.87,485.01,21056732.6,10098315.08,2261599.94,3072.44,3183.98,28644.1,829469.91,5361666.48,,2686053.23,609617.7,,,198842014.1,55809.16,,1173.95,9102934.45,2624854.75,1442937.34,3486981.57,,11927.05,2094.35,,,,,,,207589.81,,,,,442,,190.79,585.99,,,,,578249,,,,,,34343.35,,,,,,,16350,,,,,,,16128.81,,105698.68,,,,,,,27552.33,,,,,,1400,,,,,,,,,,,,,1949.99,,4200.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/08,160000,1427215,,85869202.82,1417509.14,11015.11,24092.12,75781.98,,1452303.18,46283.92,25499.98,4602346.38,7612450.99,241108.35,8573884.83,1076749.1,373766.84,254192.68,5336540.84,4518.98,3763224,49349.99,431443.51,527.99,99717.58,576132.62,1452353.25,6558881.28,42234,743740.6,8136771.66,,2297003.72,8748.33,134267.24,1075779.49,513328.76,3118829.65,,1748053.18,1478211.25,135222.69,839852.52,545059.13,,2002890.51,2428950.25,15988563.85,1778273.87,18759492.26,29018094.18,763008.14,567483.52,33152387.51,270592.5,29485.7,4084.94,3691911.46,3170.69,271614.26,93325.49,70207.71,,274752.22,,762243.84,2427922.62,12101124.16,267886.76,667468.8,185004.19,36000,108492.85,153295.09,30125,3207062.88,17508295.68,7096.28,1553050.87,22001394.85,1655323.2,168954.16,60596773.85,7203004.21,14653730.22,19117211.98,208083.27,363608.39,14776.35,6971256.08,3058701.93,7668166.24,,,80526.59,2625902.45,811080.68,,92983.57,440638.31,10380835.72,,4579987.65,1069961.33,268838.85,583211.26,44526.02,94489.65,1891309.71,12646,12823074.49,294929.01,398337.88,297479.96,4956126.62,4658585.19,8588823.22,,,155722.85,1910276.63,3551702.71,126761.61,265423.04,1815126.88,968911.2,632106.5,9135.41,462633.15,33238592.24,4052711.5,16140.22,142618.53,868522.46,587728.1,13737430.25,6906272.65,2219592.82,29279.99,18420115.34,4812670.13,4705251.97,1487.85,28599.94,,576423.27,1434297.37,,1538740.12,320141.6,36055,3410,79913585.93,9731.05,,,4516375.85,1409639.89,1287008.08,2294142.76,94356.01,,10012.3,,,,,,,272150.46,3999.9,,,42301,600,,,8623.46,,,,,24300,,,,,,14115.23,,,26508,,,,3349.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19440.59,,,4271.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/08,,1467956.71,3196.46,87967429.12,952927.81,18794.76,,7529.97,,560036.83,475.09,,3924152.48,8549518.94,265401.7,5757884.6,7314,341273.19,301367.55,4733989.38,39564.87,4739618.95,22889.78,476768.58,127500,223484.79,602471.39,472830.84,5808926.39,72375.68,843839.4,9738115.09,,1875821.38,2467.31,849430.05,1098204.25,522819.74,1638486.32,,4125400,1387855.53,,982770.69,38320.55,25859.33,1005756.92,1638745.04,7467207.88,2769202.3,21713068.25,36454896.5,836256.62,432051,33013131.33,26152.29,11092.87,,1404128.46,3224.91,387308.93,6499.97,133623.23,,679978.87,9029.07,325998.44,1904795.56,11935185.05,63593,890772.19,245297.56,85925,336471.95,314396.53,1380163.94,4090117.65,3788334.71,8546.65,1411330.24,14745554.72,2006941.77,68052.38,94674635.82,36809.4,16080556.41,19472814.08,94592.28,296676.07,5000,1464657.12,3594723.82,6945930.08,3544.04,,836208.32,2854574.46,1331758.96,6218.19,99106.64,646434.5,10551592.45,,12126946.75,793736.04,148065.73,603232.22,163870.23,166099.48,2085993.69,3790,5902074.99,276992.13,192907.6,5865917.56,5742355.98,2817936.26,5833609.57,1561.73,,5709.79,1159890,1315159,31256,353991.82,2046504.08,2029170.64,214055.3,87039.08,455892.62,22341429.81,3571092.35,2480.48,142913.9,291215.63,196850.03,18347976.63,21486726.19,2967366.33,15749.27,12504322.75,5260025.69,64815.08,165635.79,,1179.99,457937.65,7034049.05,,1571023.83,267506.77,13763.72,,47982213.55,129820.47,,,4481679.75,2258849.78,1425452.4,3753147.13,35435.51,2407.2,14661.3,,,,,,,17752.52,,,,1177.86,2307,,100,11550.61,,14500,,,,,,,,,2650,,,,,,,,9206.52,,,,,,,,,,,,,,,14.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/08,,,,69727263.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/09,,905207.55,7886.38,89154607.5,842204.02,16234.15,,49243.78,,567054.7,42437.8,,5318970.45,7474713.94,253535.89,6543150.79,9625,289209.12,299530.57,4106419.52,33132.6,6357988.86,2895.99,282288.19,,23976.47,1365511.95,1586848.52,10318141.89,374652.26,1102737.94,11935809.18,,1881501.09,,232263.41,730284.4,930349.14,1263896.17,,4220720,1484859.31,90218.75,589343.61,211444.22,30003.9,114396.72,5253566.62,11471062.11,2042486.42,24765468.06,40196071.46,1081880,224330.15,37163388.14,16515.92,60777.65,,1489999.53,,48664.61,36014.95,67211.35,,117857.85,13089.28,202598.19,2025219.07,5303911.19,139451,874295.04,479530.24,78619.99,96369.51,223830.9,296918.31,4441089.78,7989545.42,13062.35,2645459.36,20086572.97,1774467.74,121782.81,103082871.4,1337711.67,17832024.94,21797581.77,179940.26,144585.73,6356.89,7359655.82,3379168.23,5041687.87,13794.11,,218653.76,3502214.86,756342.02,,57112.73,773514.18,8704909.02,,3256226.48,904901.8,193425.62,818215.88,21064.61,308112.38,2043371.65,44975.99,15749.05,174686.91,87758.78,383119.43,1997843.03,4312937.1,4919202.75,,3758.96,157881.23,2466870.93,1616024.47,53542.97,283047.92,1543203.98,1547277.93,161574.55,179298.7,470375.51,30907684.81,1347236.19,1338.99,20037.98,81584.18,291861.85,24839089.27,14158595,2034771.17,38475.01,9466877.97,6496191.61,600277.67,746.6,,39587.81,894431.93,7189274.86,,3054876.63,681385.7,,1537.5,94838849.72,101099.68,,2883,4822177.9,2089341.15,1585598.34,3619384.17,,6080,,1573.5,,,,3605.79,,89427.56,4319.47,,,,3007,,,,,,,,24001.1,,,,,,26327.89,,,,,,,14765.84,,6117.85,,,,,,,,,,,,,,22714.16,,,,,,,,,,,,,,,,,,,187,,,,,,,,,,,,,886.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
