DATE,LIBERIA,EGYPT,BERMUDA,UNITED STATES,ARGENTINA,SWAZILAND,NORFOLK ISLAND,NEPAL,BAHRAIN,INDONESIA,EL SALVADOR,BAHAMAS,AUSTRALIA,KENYA,CROATIA,SOUTH KOREA,GAMBIA,AZERBAIJAN,LIBYAN ARAB JAMHIRYA,KUWAIT,MALTA,SWEDEN,BRUNEI DARUSSALAM,URUGUAY,CENTRAL AFRICAN REPUBLIC,DOMINICAN REPUBLIC,ROMANIA,JORDAN,CHINA,REUNION,AUSTRIA,BELGIUM,NAURU,BRAZIL,ICELAND,ALGERIA,LEBANON,"VENEZUELA, BOLIVARIAN REPUBLIC",VIET NAM,BURUNDI,SOMALIA,SINGAPORE,ZAMBIA,TAIWAN,UGANDA,ALBANIA,UKRAINE,YEMEN,TURKEY,CHILE,NETHERLANDS,GERMANY,LITHUANIA,ESTONIA,UNITED KINGDOM,HONDURAS,FIJI,NETHERLANDS ANTILLES,SUDAN,RWANDA,GUATEMALA,MALAWI,MYANMAR/BURMA,WALLIS AND  FUTUNA,ECUADOR,BOSNIA AND HERZEGOVINA,MALDIVES,IRELAND,PAKISTAN(EPZ),ANGOLA,SWITZERLAND,SYRIAN ARAB REPUBLIC,ZIMBABWE,SLOVENIA,TUNISIA,HAITI,BAHRAIN/KINGDOM OF BAHRAIN,OMAN,COSTA RICA,FINLAND,ITALY,PHILIPPINES,NICARAGUA,AFGHANISTAN,TOGO,FRANCE,SPAIN,PARAGUAY,CYPRUS,GUYANA,MOZAMBIQUE,JAPAN,"HONG KONG, CHINA",YUGOSLAVIA,ERITREA,CONGO,DENMARK,COLOMBIA,CUBA,ETHIOPIA,BULGARIA,BANGLADESH,NIGER,DJIBOUTI,CZECH REPUBLIC,KAZAKHSTAN,CAMBODIA/KAMPUCHEA,BOLIVIA,SLOVAK REPUBLIC,MEXICO,TURKEMANISTAN,GUINEA,PANAMA,NORTH KOREA,CAMEROON,MADAGASCAR,SRI LANKA,IVORY COAST / COTE D'IVOIRE,PAPUA NEW GUINEA,ANGUILLA,KYRGYZSTAN,COMOROS,MAURITIUS,TRINIDAD AND TOBAGO,PERU,THAILAND,NORWAY,GHANA,SEYCHELLES,TANZANIA,IRAN,RUSSIAN FEDRATION,NAMIBIA,UZBEKISTAN,SENEGAL,NIGERIA,SAUDI ARABIA,INDIA,GREECE,BOTSWANA,QATAR,CANADA,BENIN,PUERTO RICO,MALI,JAMAICA,HUNGARY,IRAQ,EQUATORIAL GUINEA,POLAND,MOROCCO,BELARUS,SURINAM,UNITED ARAB EMIRATES,LATVIA,SAINT KITTS  AND NEVIS,LESOTHO,SOUTH AFRICA,PORTUGAL,NEW ZEALAND,MALAYSIA,ARMENIA,BARBADOS,BELIZE,CAYMAN ISLANDS,CHAD,EAST TIMOR,EUROPIEN UNION,FRENCH POLYNESIA,GABON,GEORGIA,GRENADA,GUAM,HEARD ISLAND AND MCDONALD ISLA,LUXEMBOURG,"MACAU, CHINA",SAINT LUCIA,WESTERN SHAHRA,GUADELOUPE,UPPER VOLTA/BURKINA FASO,MAURITANIA,SAO TOME & PRINCIPE,FALKLAND ISLAND (MALVINAS),SIERRA LEONE,MONTSERRAT,TONGA,CAPE VERDE,SAMDA/SAMOA,FAEROE ISLANDS,SERBIA,MARTINIQUE,VIRGIN ISLANDS U.S.,AMERICAN SAMOA,ANDORRA,ARUBA,COOK ISLANDS,MOLDOVA,MONGOLIA,ANTIGUA AND BARBUDA,GREENLAND,ISRAEL,GIBRALTAR,NEW CALEDONIA,LAO PEOPLE'S DEMOCRATIC REPUBL,MAYOTTE,VATICAN CITY/HOLY SEE,CHRISTMAS ISLAND,KIRIBATI,SAINT PIERRE MIQUELON,TURKS AND  CAICOS ISLAND,TOKELAU,BHUTAN,TAJIKISTAN,REUNION ISLAND,FORMER CZECHOSLOVAKIA,TUVALU,VIRGIN ISLAND BRITISH,PALAU,SOUTH GEORGIA AND THE SOUTH SA,SAINT HELENA,BRITISH INDIAN OCEAN TERRITORI,MYANMAR (BURMA),SOLOMON ISLANDS,MACEDONIA,LIBYA,TRINIDAD,EQ. GUINEA,PAPUA NEWGUINEA,LAOS,KIRGHIZIA,TADZHIKISTAN,UNITED STATES MINOR OUTLYING I,YT,"MICRONESIA,FEDRATED STATES  OF",BOSNIA,SVALBARD AND JAN MAYEN,MARSHALL ISLANDS,FRENCH SOUTHERN TERRITORIES,SAO TOME,LIECHTENSTEIN,KURDISTAN,BOUVET ISLAND,FRENCH GUIANA,SAN MARINO,MONACO,PALLINN,NIUE,SAINT VINCENT AND THE GRENADIN,VANUATU,"TANZANIA, UNITED REPUBLIC OF",KOREA REPUBLIC OF,GUINEA BISSAU,POLANO,TAIWAN/SEP CUSTOMS TERRITORY O,KYRGYZ REPUBLIC,PAKISTAN,CAMBODIA/KAMPUCHEA DEMOCRATIC,"CONGO, DEMOCRATIC REPUBLIC OF",KAZAKISTAN,IRAN (ISLAMIC REPUBLIC OF),"YUGOSLAVIA, FEDERAL REPUBLIC O","KOREA, DEMOCRATIC PEOPLE'S REP",UKRAINIAN,CONGO REPUBLIC OF,FORMER YOGOSLAV REPUBLIC OF MA,TAJIKISTAN/TASMANIA,KYRZYGHISTAN,GERMAN FEDR REPUBLIC,DOMINICA,PITCAIRN,"MOLDOVA, REPUBLIC OF",MONTENEGRO,MACAO,CURACAO
9/1/14,71978.52,11203786.73,,324373276.6,3190229.07,,,,,13981912.74,,,11369422.29,21930991.3,1316975.55,,1188716.44,398544.09,642823.74,5146545.57,585093.49,9485670.37,165741.96,915454.83,,861712.19,2965864.36,4182174.62,182045326.2,845021.66,377617.27,59449789.99,,5866602.79,,2832426.96,2647254.91,821202.67,24161750.61,,1505440.25,5483142.81,164543.47,,34611.98,395445.25,,8801147.53,24778030.14,4934250.13,47103749.98,79500480.04,4330359.63,1701949.54,127507297.1,463914.74,392407.88,,3508157.12,,665101.33,80736.62,945653.92,,381874.66,,527950.64,3572547.58,,5524946.68,331329.53,1601903.33,1179610.78,2827101.34,2149068.47,172473.02,6557057.3,11980104.42,405535.75,4873831.93,53356279.99,2691782.96,60112.02,,120129.1,31286547.04,52846694.19,1228164.97,435987.36,,6376984.64,11208165.76,19015179.57,,158433.73,,6789910.94,3595511.35,219247.16,,1422892.26,61069729.5,,2412722.03,2211071.51,,,,499891.98,9489485.33,,44242.93,759222.38,,1744215.61,5410381.63,22449717.12,299024.36,65766.25,,,3848177.87,2208475.05,269746.35,2674858.53,10498577.61,5639618.03,532437.21,368009.24,,,9577761.21,43989.12,,149984.17,8399126.08,36365080.9,19721612.18,4984476.2,570836.21,4684156.3,20364050.31,1458690.57,308991.69,,,641703.82,1159834.7,283631.03,12944829.43,793277.28,,,67716024.72,2726568.5,,352246.76,15492955.46,14223103.77,3666382.83,9659006.71,,5395.37,,,,,,,105193.49,360132.37,,,,,,48732.63,,,,1788605.36,,,749139.8,,,,,,88436.86,,,,,,,,,,,,,19256.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8115476.62,18537611.59,1133608.34,,6750014.31,,,1962969.58,519643.12,338913.08,477587.48,,,3648442.75,145502.26,,132296.14,114578.67,,,,104208.08,229376.47,7332.64,
10/1/14,1104454.02,10235103.04,,236458633.7,1719080.51,11677.21,,28157.4,,16539660.58,137076.66,,11292637.46,24235285.68,969627.48,,1721590.14,,443348.69,4642145.78,252765.2,7785135.12,1750338.77,537874.02,,477593.19,1870482.45,5158983.3,179259958.2,407922.26,419970.8,41018350.08,,4185130.63,,2751689.39,2621876.73,958551.18,26073304.71,,707125.28,4230106.85,5568.83,,,177769.04,,5152430.84,20015720.2,6087692.47,41291487.98,65936733.15,3563846.46,1655799.75,103274021.3,350920.79,63865.34,,2858920.96,66151.09,362731.05,97312.45,734951.63,,401638.8,,498041.89,3567095.4,,2664149.43,310882.65,2006830.01,851389.04,3954597.99,2202202.49,294706.63,3919802.53,15526471.69,242819.32,2476605.88,48975405.73,1883269.87,124626.08,,65593.86,18827019.11,44788104.15,699195.98,447885.73,29895.27,12086772.69,12792585.98,15726739.27,,35772.7,,5520048.8,2501267.23,360446.66,,2113309.73,55352152.3,,880625.4,2500305.35,,,,304727.99,8979767.15,,1749742.9,1162798.38,,2000024.07,6192987.33,19617302.49,804875.14,89343.91,,,707722.84,2122204.02,661160.01,1667593.84,8749315,2634398.04,4675574.15,406511.73,,,8416091.28,199554.42,,582910.65,6155872.45,30696487.55,12005129.45,3711652.81,346124.93,3298041.82,15059123.95,2681778.65,78182.74,,152407.66,346526.46,1536783.26,,9859078.84,1164147.56,,,56401351.14,1893449.89,,286578.41,16128080.72,13469740.94,3635087.21,19547752.22,,,37229.97,,,,,,145584.61,774463.87,,,,,,,,10569.25,,2537439.66,,,958461.26,,,49036.6,,,213937.16,106425.9,,,,,,,,,,,,,,135453.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8136811.82,15299005.11,1194121.4,,9327000.39,,,2152292.81,210149.69,365334.04,225572.05,,,6394014.99,40720.47,,,96283.84,,,,,101926.41,,
11/1/14,13992.37,11292819.48,,244790366.2,2689484.64,15965.1,,,,14789414.88,132141.73,,9970939.75,38984044.06,704081.25,,1088767.89,202557.49,938703.59,6069772.2,1094321.89,9226576.29,82577.9,648633.16,,490633.11,1371958.95,4155442.36,199871997.8,174851.26,401421.76,40783933,,4964204.76,,2178068.32,3062858.87,672495.58,24344394.17,,1997397.84,6428953.31,81618.73,,,486207.21,,6234005.61,30620636.37,5192957.06,42312031.74,67969819.92,3892143.61,1163186.82,102895161.2,142454.99,228809.18,,3056473.49,,62875.46,60477.46,1181278.16,,663627.69,,395218.78,2591873.42,,5178496.34,330012.59,1394733.3,744104.05,2558737.05,2025065.56,11477.36,4103617.18,16173954.12,322948.7,2353143.94,45538637.12,2235071.77,795532.99,,308371.91,24008474.05,54957409.78,673416.92,344171.14,,10142177.48,12828158.65,16565379.64,,2827922.86,,5470173.5,2337145.2,503961.88,,1648536.12,47812395.43,,1446407.91,2367078.12,,,,178705.93,9048524.48,,17051.32,603688.46,,1853827.79,10467705.78,18536879.49,582756.85,5311.52,,,1918779.27,1645597.9,796101.95,1626932,7459644.77,3763384.5,3897033.04,365210.23,,,8835592.99,101663.48,153862.67,819957.68,2204702.32,30144252.52,13388397.01,4133842.37,204320.65,2984499.12,14150706.43,3613033.89,51993.05,,60278.69,465990.86,2232886.91,,10854573.36,1184524.75,,233330.34,56212078.66,2312273.48,,179018.24,10896611.91,10213496.51,2578692.34,20340312.49,,,,,,,,,156689.67,838359.76,,,,,,,,,,4210370.65,,,780326.02,,,,,,26808.66,,,,,,,,20961.78,,,,,,,190410.9,,,,,,,,,,,,,,,,,,3053.98,,,,,,,,,,,,,,,,,,,,,,,,,,,8564242.86,16965546.93,619396.33,,8168436.81,,,1495218.41,434443.38,106766.34,365807.65,,,7474434.74,105568.45,,,213263.2,,,,20659.22,576639.1,18254.72,
12/1/14,9979.82,13568985.84,,290605197.4,3179993.49,,,82714.9,,10709561.01,273904,,13415831.01,36276137.78,1054258.3,,1982345.54,95838.82,956533.46,5970946.03,651464.02,9064100.75,90515.77,613184.13,,1008583.45,1644371,5184938.13,187700603.6,490901.24,474636.02,51423827.88,,5475122.62,,2600020.45,3859370.27,583115.45,28167828.46,,2421059.67,6486297.77,,,,243999.69,,9451975.34,21857037.25,7512548.89,52894909.17,88615923.79,3588486.81,1029938.75,116440507.3,2386.01,104158.29,,4556043.61,,286735.51,145188.96,4987676.37,,726168.01,,591033.18,3555939,,3525030.33,341504.47,1095317.33,5821194.24,3608935.45,1964469.01,59718.82,6189660.76,19180747.95,65101.79,3588841.43,52139692.31,4286526.77,1041640.18,,539789.71,21721039.67,65950829.54,755252.01,167082.46,37081.8,11651338.97,15019741.22,17153176.99,,46407.09,,7077686.26,3671177.01,115106.34,,1514919.51,52368158.47,,2814366.84,2509447.86,,,,69470.39,8102733.44,,59917.52,601435.76,,1655635.96,6750165.47,25821262.05,1721072.78,110569.84,,,2787939.03,1675335.67,696498.16,3205051.11,8775734.87,3573844.39,1078036.81,200725.27,,,30457646.94,83465.97,,475449.26,1713792.34,30566332.75,13104765.09,8605800.18,259338.68,3544511.84,12728552.87,4162565.57,165700.89,14149.66,,553149.12,2204149.76,15611.21,11335978.71,1172008.21,,152296.62,63288698.43,2192028.28,,329692.07,14702912.08,12245705.91,3169021.85,29525036.84,,,,,,,,,73603.81,1064153.27,,,,,,,,,,6222986.62,,,1247369.03,,,,,,58008.69,,,,,61459.5,,,,,,,,,,319367.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12863526.45,17533763.88,910597.21,,8499235.6,,,2838016.38,337846.78,277059.07,270906.81,,,9603899.4,325263.07,,59340.27,57655.24,,,,69399.75,227609.91,27765.1,
1/1/15,165924.88,10952105.17,,226881332.2,3511391.23,,,,,9917655.79,80943.88,,10945591.48,26140808.33,547268.77,,2637727.69,35227.19,951189.64,5714231.04,153531.23,7109759.87,31610.98,962999.17,,1468096.16,1045446.15,3639407.75,117079059.4,405851.58,361395.76,40920684.51,,4574642.58,,741278.95,2212812.88,876231.26,18604958.48,,1078111.31,4123275.2,139721.67,,,124571.71,,5517940.59,17606530.49,5217229.12,41534718.97,71309932.49,2644177.19,1031770.09,98371535.13,162804.26,196563.51,,4764158.82,,282228.5,29386.43,598532.98,,420004.97,,494576.86,2716910.09,,3363810.92,224255,746579.93,573956.98,2357349.16,2087646.91,118588.91,4078769.87,10074210.62,91238.77,2073663.21,42399900.13,2997336.27,624269.26,,274936.22,16179770.42,57302514.15,660340.37,82534.5,,9506015.73,11620176.48,12583040.2,,39306.8,,5010505.93,2536265.37,215470.46,,963794.67,45619367.41,,3178940.28,2012616.96,,,,105840.02,3911932.3,,49410.49,524725.2,,1230816.4,9000814.91,19456566.68,1192793.72,,,,2439913.39,810625.07,517369.98,1275679.14,8332563.05,3479814.9,917528.74,222659.71,,,25303606.6,84613.73,,468298.03,1971605.4,24003265.63,12420700.84,4854473.86,120051.21,5650368.99,12240940.91,7820209.23,165920.08,,58837.83,128912.93,1835541.31,,8571407.95,1077148.95,,,55558976.19,1455367.55,,428927.36,13574909.86,8983993.02,3080463.75,17019843.57,,,,,,,,25359.87,246375.89,762593.58,,,,,,48047.89,,18629.96,,2264455.9,,,935411.25,,,,,,83983.06,,,,,80916.75,,,,,,,,,,248066.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5775623.67,12099778.47,2275970.8,,5038589.98,,,2969995.96,124469.22,201245.32,512712.6,,,6536077.32,609542.08,,,90989.79,,,,,,8039.06,
2/1/15,56627.66,12766162.81,,240673483.8,3561393.5,14072.12,,,,11635844.07,172607.08,,10296939.65,16269820.33,755053.17,,1268793.93,135003.14,553786.06,4356003.94,197764.26,8599496.5,60096.42,354748.39,,822056.84,803632.7,3381502.35,161481210.8,443383.09,532946.34,44052561.59,,4192985.89,,2816255.33,1063807.01,368772.74,17180339.27,,939076.67,4558924.7,,,53941.2,206612.05,,9329314.98,19214001.51,4058679.88,45855561.08,67747066.81,2292225.57,1161690.28,101515414.2,124304.24,143502.26,,4344038.04,,267105.4,140264.06,538444.17,,554920.18,,541084.29,3398466.93,,1502812.99,288292.87,2308059.26,1432002.4,3732275.73,2018154.33,216774.75,3329806.55,14598594.68,426012.17,2013183.91,45742614.82,3566493.28,862116.36,,1340186.86,17477152.51,55500365.49,507937.55,308927.31,,8031820.06,10706633.58,18050686.21,,,,5903670.49,3096582.35,388651.94,,853024.25,54933437.42,,1979115.03,1541304.99,,,,132506.89,5804886.36,,68546.29,834425.63,,1964168.77,9891610.45,22204409.35,1922078.01,10358.41,,,1065879.4,1496455.46,510322.91,2765220.31,9973125.62,3354033.65,240688.09,265630.26,,,23586016.05,104968.76,,537504.86,5539807.74,23368732.58,10717402.49,5538446.16,66578.47,4180933.52,13261543.91,4098092.46,163194.31,8440.78,220266.29,971507.21,2422048.46,,8563549.15,669232.27,,,57903133.98,502310.64,,627916.87,13495705.69,9518615.07,2642818.05,18866444.45,,,,,,,,,73428.36,934135.34,45555.11,,,,,,,,,2388788.49,,,3346589.99,,,,,,,,,,,,4228.41,,,,,,,15259.72,,14157.92,,,,,,,,,,,,,,,,,,19839.89,48650.08,,,,,,,,,,,,,,,,,,,,,,,,,,8167423.73,13697387.99,943994.88,,6192758.65,,,2251252.37,255276.43,128439.3,397296.75,,,3357886.64,94503.42,,147658.68,,,,,31624.76,305713.26,,
3/1/15,77502.44,16223649.84,,314481969.7,3429086.48,,,,,15752726.16,612204.83,,11898263.67,21383837.93,1440769.8,,1591319.56,,579432.84,5271647.38,562214.26,7686380.63,40228.48,918731.56,,1325482.49,1853381.69,3363384.47,162206898.3,504422.8,586388.66,47576031.67,,6886892.55,,2641849.05,2128267.02,372699.59,21152339.34,,3477386.32,5893804.69,130024.29,,84088.92,394661.4,,10025894.09,22795141.29,5052676.77,44772601.25,76011500.7,3298327.91,896409.77,127497603.4,830132.74,38695.65,,4889850.96,,1308006.72,48540,1251256.29,,884251.52,15360.89,676860.63,4176060.19,,1813291.85,382227.47,4616523.68,765795.85,6440582.81,1648563.93,301775.84,4199203.24,20028600.41,369630.81,2059533.11,53836803.66,4841836.89,483452.91,,1082378.91,19037621.02,56104989.5,894519.3,434325.28,31484.95,14992658.05,13798080.37,18343104.3,,,,6040244.85,5058023.16,143372.85,,806713.39,67766325.57,,2789319.26,1095919.71,,,,139178.24,6676183.75,,110643.1,967204.04,,1182927.15,9735034.93,25260808.43,1003790.27,47103.93,,,2017431.26,2610850.95,397585.6,1405155.2,13580404.62,3775492.96,545215.21,453935.21,,,16370998.66,105362.24,200237.04,850579.37,6802616.13,27813333.68,11185509.94,5373394.68,114369.27,5147327.96,16697251.06,5827648.78,109943.92,,205966.49,463655.25,4207274.21,,8989591.61,1551401.42,,55214.24,65344177.64,538517.77,,107495.91,14130589.73,10385452.84,3511039.35,20682887.24,,46289.34,,,,,,7538.86,155118.29,696680.26,,,,,,,,,201552.07,2397655.91,,,4024952.03,,,,,,20030.04,,,,,14880.62,,,,,,,,,,209508.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4781581.69,18528703.67,210060.89,,4880831.3,,,3866187.15,398806.21,392426.13,113204.54,,,2048840.05,160174.72,,117073.58,,,,,17665.13,407286.54,,
4/1/15,28992.82,11442793.63,,281484106.3,2844962.26,,,,,8469129.4,104618.45,,10859384.88,28176564.02,997099.72,,1150995.09,,617002.67,6158235.7,297978.02,7047279.68,31672.22,523914.89,,1050861.49,1384198.03,2959191.76,146378745.9,406577.02,566006.45,48629643.47,,4031554.33,,3277805.64,1538709.54,517672.88,18306315.37,,1701098.25,4121983.79,,,49851.19,290539.51,,482485.87,16294628.32,4139498.02,49340942.41,71548940.28,3440252.78,607294.1,104500968,1807885.73,120877.55,,3337749.01,,668607.56,209070.55,953365.4,,699581.76,,390695.39,3762444.62,,3311045.67,293108.34,966824.93,945328.59,5225026.62,1275674.26,236373.84,3271799.37,18714656.96,582559.94,1537972.33,47231770.22,2572393.99,307034.15,,229493.63,22545011.58,56927963.46,959616.65,426751.72,8982.29,7870991.79,11503266.47,18351984.65,,118805.72,,5841905.7,4040742.5,402601.77,,1000805.67,61445081.57,,2512656.6,1466806.55,,,,143874.75,10959495.5,,50978.81,1093543.5,,1203289.5,4824027.73,18060874.94,1059545.92,49005.8,,,2917874.79,4147879.63,209593.33,2261095.71,14403317.43,2708259.4,357733.55,205943.88,,,10092155.92,230702.88,1182064.1,310672.42,9326669.19,30231644.63,8826057.69,5146208.73,55025.97,4391699.69,16538558.55,2004798.08,131311.43,4196.52,91354.49,468506.61,2264867.23,,10269192.17,877862.7,,74692.36,56239390,735607.48,,430900.06,12971873.84,12653174.74,2222771.24,13689536.93,,,,,,,,,137929.88,451244.4,,,,,,,,,,771855.62,,,3215949.69,,,,,,152407.91,120281.75,,,,,,,,,,,,15398.63,,55389.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5145695.24,16039015.6,629411.56,,5155519.62,,,1592382.82,288732.5,263138.62,541488.41,,,1799994.24,81262.49,,,,,,,,151595.03,,
5/1/15,73857.35,10705612.22,,292873622.4,2671318.38,68690.52,,,,10935565,332707.4,,10766636.33,32063975.3,1076636.47,,1174172.1,,1001439.28,3675533.71,578282.58,9366880.2,67858.12,308258.43,,1014107.11,1265725.67,3167228.7,138455630.7,404654,363409.57,53446113.22,,4225746.23,1492.06,2347278.39,1369260.08,308778.94,18863206.81,,1310044.27,4653845.08,51217.46,,77362.79,256350.62,,1407913.87,13966330.56,5465344.87,46236376.02,70595580.28,2243181.17,1483730.49,111053821.9,665377.01,240812.17,,4555179.8,19474.92,1388107.11,103953.68,902340.83,,828664.89,,219422.15,4041074.27,,1594671.94,313766.86,274544.98,947932.13,4135712.9,2061072.97,106018.63,4302995.76,16873057.1,395819.02,3002387.44,46197821.97,2561744.8,1243518.59,,678656.52,26787285.22,60639998.24,925612.67,334272.52,13573.28,6704289.1,88587425.33,15692747.99,,17126.25,,5827043.67,5085916.81,71750.44,,541007.18,47745378.46,,2333880.48,2386298.64,,,,168021.41,8837111.91,,73925.82,582857.76,,745230.93,2715141.32,19795431.43,1701007.23,6707.08,,,1605308.41,1890804.24,173882.84,1849076.36,10094174.94,3027722.29,426238.39,156591.67,,,6010824.51,101985.54,560794.05,1615148.8,5006292.63,22380568.3,7674939.01,3687815.46,252917.69,4187019.87,17427978.12,2524530.51,264148.88,40705.63,296342.6,240169.37,1515038.15,,9944642.89,1521858.62,,66697.37,61022514.73,659710.53,,105527.36,14320114.7,9236919,2295471.42,11013500.31,,,,,,,,,97770.01,268346.91,,,,,,,,,,976468.28,311776.65,,1799744.37,,,,,,,119659.31,,,,,,,,,,,,,,214958.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1183.67,,9794977.59,14360816.99,945230.47,,5309535.02,,,2247618.17,350754.31,124490.88,644836.04,,,1384710.75,133863.22,,78048.07,,,,,,14071.98,,
6/1/15,63045,8425477.23,,274119061.4,2462061.93,26282.26,,,,3726063.89,112505.44,,9262210.24,18042837.21,399176.15,,873455.31,4990.06,272942.11,2305597.76,469706.53,8314995.46,35032.92,220890.2,,1005813.78,704568.77,1602784.27,310716253.2,365536.11,369753.56,41463643.01,,4342612.89,4277,1705338.78,938145.87,214997.99,12916526.38,,1165565.17,3878693.47,33175.16,,34931.12,459503.33,,2004294.27,11225534.01,4193731.34,44647217.29,69269301.98,2384327.92,1479771.67,93050177.63,1217295.33,115285.56,,3637704.87,9839.5,238773.59,19019.37,1904999.68,,447919.3,,414476.07,2620442.05,,622930.61,243063.95,96471.66,356668.98,2929974.06,1505061.53,57775.34,3812342.59,13677669.1,166599.32,2327490.1,48511554.87,1843232.16,656892.7,,80861.96,23251144.04,54167401.57,335401.77,106188.82,,1262180.05,10346865.5,9823992.98,,,,6468315.63,2945949.59,61776.14,,819058.17,35956575.86,,3794211.15,1829439.95,,,,184423.26,6331560.41,,9876.51,864768.97,,754407.53,1578368.99,16412744.42,442054.11,94126.77,,,159379.83,1559957.61,582096.38,1610777.06,6353652.22,3507336.38,263508.65,179744.22,,,3443032.06,37087.76,62876.23,367549.39,4069573.88,16756135.75,7855395.43,3779224.3,95482.54,4106142.26,14765202,814736.55,241025.83,193497.41,108563.78,564869.95,1690674.13,,12453451.96,1156865.78,,144029.63,57518065.04,339928.56,,150910.82,11541398.9,11595129.27,1688013.13,10963048.22,,6716.49,2579.94,3366.29,,,,27481.55,,106836.34,45926.18,,,,,39912.72,,,,152182.77,,,1134615.73,,,,,,18413.43,,,,,,,,31070.55,,,,,,,222943.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4363527.21,13322138.21,2128094.1,,2918797.78,,,1220890.26,733197.7,40161.24,582423.75,,,4281016.02,,,,,,,,,85581.38,,
7/1/15,434619.19,9562500,,258926556.6,4489372.64,,,,,6297822.4,316522.58,,10301798.13,13777704.67,401843.51,,2604504.25,,142258.16,3594023.79,572802.78,7383490.66,20767.83,301059.01,,1361453.42,438467.84,3693836.03,123007694.9,413801.09,494123.02,43355944.62,,4132924.7,,875154.38,1076908.26,782095.5,15278157.05,,685284.29,4990468.08,73810.97,,99251.43,548601.52,,3749967.9,15051378.64,4476160.74,44224197.28,66195298.69,1982874.84,1473407.02,105143530.6,1873845.78,50570.32,,2727018.25,,845898.67,49272.56,471162.51,,273750.89,,262779.03,3173522.04,,3402911.67,283756.86,352101.96,748656.55,3251715.13,1274853.73,84213.06,4413875.07,7901474.83,218231.83,2622559.19,32272338.47,2744525.83,721164.53,,84882.75,18806795.34,47934405.04,1318055.11,177628.6,27068.71,6215199.87,11609708.39,11061698.1,,133584.78,,8229720.9,3025094.78,254494.69,,674456.33,42414496.7,,1849752.97,1846101.33,,,,54651.72,7940295.48,,99353.9,1311371.53,,399930.93,3216578.05,17322990.45,445711.26,,,,378418.61,681327.76,283585.15,2123638.79,7412569.63,3085305.06,876560.6,191734.97,,,5383527.01,14826.28,296895.09,1298368.15,1401037.42,21187350.89,7841004.08,2343584.19,157278.95,2893379.93,16255640.86,3098986.99,206346.75,8084,50544.46,568942.97,564675.46,,10612020.16,709767.45,,,48060243.27,378915.28,,548126.41,12441720.22,9403184.6,2753429.82,11783880.85,,,,,,,,19479.45,196762.95,84019.93,,,,,,,,,,495410.5,,,751527.09,,,,,,,,,,,,,,69908.1,14820.8,,,,,,,,,,,,,,,,,,,,,,,,18222.69,,,,,,,,,,,,,,,,,,,,,,,,,,,4326273.62,14263530.37,1142351.12,,3758488.7,,,1921058.59,450438.34,11778.79,157641.55,,,1573093.9,88518.57,,90781.96,104014.47,,,,,26971.48,11577.19,
8/1/15,176778.86,8268401.28,,289320978.6,2609427.56,6038.11,,,,6666991.59,362709.55,,12460084.31,22812127,722075.64,,2815953.95,2993.86,715989.77,3835888.08,548301.18,8048131.97,73966.58,184499.49,,557607.07,2112402.89,2758713.69,115126229.4,604472.15,457779.68,47676444.98,,3941876.56,,1805596.26,2337823.04,506028.59,20360427.36,,2563018.34,5504263.44,52234.83,,4990.18,139725.73,,5425528.83,15810003.54,5358558.6,46297606.84,67078664.56,3350448.38,1180372.09,118372794.9,168491.49,103265.23,,3317801.81,,342005.95,108848.29,1008881.69,,279663.86,,417838.9,3264756.77,,1421172.1,192290.26,335590.22,578532.84,5554494.64,1628534.09,105629.4,3432529.69,9252867.86,328543.31,2336183.92,50676893.62,1981174.56,546283.22,,1903849.83,19577442.32,52200086.25,764826.57,250154.14,,2144377.4,11009506.49,12123045.32,,,,7233031.88,2794002.68,300540.88,,777682.92,56320621.64,,2724185.34,1555914.18,,,,195199.81,7131253.02,,41412.38,1065367.6,,614429.03,5549864.26,22155692.15,841912.09,25854.41,,,,1385528.99,273352.61,2359706.55,6171058.7,3553063.92,295293.37,219152.37,,,4660499.01,67956.87,154871.45,1383779.28,2135174.88,29105258.03,12543466.15,3373378.29,227235.84,2603717.12,17585549,8375463.6,317615.94,,120604.2,1017202.53,879637.03,,12070553.42,687105.39,,,55302286.51,364485.69,,339648.83,12377305.21,14248071.8,2797689.39,12349219.25,,48882.7,,,,,,,,319048.21,46668.87,,,,,,,123381.89,,375033.53,,,277727.93,,,,,,36521.75,,,,,,,,,,,,,,,167225.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20066.24,8365051.93,13802146.83,1320907.4,,3458791.62,,,3197774.8,2720575.33,137473.81,303712.85,,,2881305.45,161771.46,,,204953.94,,,,39940.82,198170.47,,
