"YEAR","ARGENTINA","BERMUDA","CHAD","EGYPT","FRENCH POLYNESIA","GEORGIA","LIBERIA","LUXEMBOURG","MAURITANIA","NEPAL","NORFOLK ISLAND","SWAZILAND","UNITED STATES","UPPER VOLTA/BURKINA FASO","AMERICAN SAMOA","AUSTRIA","BELGIUM","CHINA","FALKLAND ISLAND (MALVINAS)","JORDAN","REUNION","SAO TOME & PRINCIPE","TUVALU","BANGLADESH","BRITISH INDIAN OCEAN TERRITORI","BULGARIA","CUBA","CZECH REPUBLIC","DJIBOUTI","ETHIOPIA","FAEROE ISLANDS","GIBRALTAR","KAZAKHSTAN","NIGER","SAINT LUCIA","SERBIA","ANDORRA","AUSTRALIA","BAHAMAS","BAHRAIN","CROATIA","EL SALVADOR","GUAM","INDONESIA","KENYA","MONTSERRAT","EAST TIMOR","EQUATORIAL GUINEA","HUNGARY","IRAQ","JAMAICA","MALI","MONGOLIA","MOROCCO","POLAND","PUERTO RICO","AFGHANISTAN","ARUBA","CAPE VERDE","FINLAND","FRANCE","ITALY","NICARAGUA","PARAGUAY","PHILIPPINES","SAINT HELENA","SAMDA/SAMOA","SPAIN","TOGO","COMOROS","GHANA","GREENLAND","IRAN","KYRGYZSTAN","MAURITIUS","MYANMAR (BURMA)","NORWAY","PERU","RUSSIAN FEDRATION","SEYCHELLES","TANZANIA","THAILAND","TRINIDAD AND TOBAGO","BOLIVIA","CAMBODIA/KAMPUCHEA","CHRISTMAS ISLAND","GUINEA","MEXICO","NORTH KOREA","PANAMA","SLOVAK REPUBLIC","TURKEMANISTAN","AZERBAIJAN","BRUNEI DARUSSALAM","CENTRAL AFRICAN REPUBLIC","DOMINICAN REPUBLIC","GAMBIA","GUADELOUPE","KUWAIT","LIBYAN ARAB JAMHIRYA","MALTA","ROMANIA","SAINT PIERRE MIQUELON","SOUTH KOREA","SWEDEN","URUGUAY","VIRGIN ISLAND BRITISH","ARMENIA","KIRIBATI","MALAYSIA","NEW ZEALAND","SIERRA LEONE","BURUNDI","HEARD ISLAND AND MCDONALD ISLA","SINGAPORE","SOMALIA","TAIWAN","TURKS AND  CAICOS ISLAND","VENEZUELA, BOLIVARIAN REPUBLIC","VIET NAM","WESTERN SHAHRA","ZAMBIA","ALGERIA","BRAZIL","GABON","ICELAND","LEBANON","MAYOTTE","MOLDOVA","NAURU","PALAU","TOKELAU","COLOMBIA","CONGO","CYPRUS","DENMARK","ERITREA","GUYANA","HONG KONG, CHINA","JAPAN","LAO PEOPLE'S DEMOCRATIC REPUBL","MARTINIQUE","MOZAMBIQUE","YUGOSLAVIA","BHUTAN","BOSNIA AND HERZEGOVINA","COOK ISLANDS","ECUADOR","GUATEMALA","IRELAND","ISRAEL","MACAU, CHINA","MALAWI","MALDIVES","MYANMAR/BURMA","PAKISTAN(EPZ)","RWANDA","SOUTH GEORGIA AND THE SOUTH SA","WALLIS AND  FUTUNA","ALBANIA","ANTIGUA AND BARBUDA","CHILE","TURKEY","UGANDA","UKRAINE","YEMEN","ANGOLA","BAHRAIN/KINGDOM OF BAHRAIN","CAYMAN ISLANDS","COSTA RICA","HAITI","OMAN","SLOVENIA","SWITZERLAND","SYRIAN ARAB REPUBLIC","TUNISIA","VIRGIN ISLANDS U.S.","ZIMBABWE","ANGUILLA","CAMEROON","EUROPIEN UNION","GRENADA","IVORY COAST / COTE D'IVOIRE","MADAGASCAR","PAPUA NEW GUINEA","SRI LANKA","ESTONIA","FIJI","GERMANY","HONDURAS","LITHUANIA","NETHERLANDS","NETHERLANDS ANTILLES","SUDAN","TONGA","UNITED KINGDOM","VATICAN CITY/HOLY SEE","BELARUS","LATVIA","LESOTHO","NEW CALEDONIA","PORTUGAL","SAINT KITTS  AND NEVIS","SOUTH AFRICA","SURINAM","TAJIKISTAN","UNITED ARAB EMIRATES","BARBADOS","BELIZE","BENIN","BOTSWANA","CANADA","FORMER CZECHOSLOVAKIA","GREECE","INDIA","NAMIBIA","NIGERIA","QATAR","REUNION ISLAND","SAUDI ARABIA","SENEGAL","UZBEKISTAN","BOSNIA","UNITED STATES MINOR OUTLYING I","SAO TOME","KIRGHIZIA","MARSHALL ISLANDS","YT","KURDISTAN","TRINIDAD","LIBYA","MACEDONIA","BOUVET ISLAND","PAPUA NEWGUINEA","SVALBARD AND JAN MAYEN","SOLOMON ISLANDS","LAOS","FRENCH SOUTHERN TERRITORIES","MICRONESIA,FEDRATED STATES  OF","LIECHTENSTEIN","TADZHIKISTAN","EQ. GUINEA","FRENCH GUIANA","PALLINN","NIUE","SAN MARINO","MONACO","SAINT VINCENT AND THE GRENADIN","VANUATU","CAMBODIA/KAMPUCHEA DEMOCRATIC","CONGO, DEMOCRATIC REPUBLIC OF","TAJIKISTAN/TASMANIA","KYRZYGHISTAN","PAKISTAN","FORMER YOGOSLAV REPUBLIC OF MA","TANZANIA, UNITED REPUBLIC OF","IRAN (ISLAMIC REPUBLIC OF)","KAZAKISTAN","CONGO REPUBLIC OF","POLANO","KYRGYZ REPUBLIC","TAIWAN/SEP CUSTOMS TERRITORY O","KOREA REPUBLIC OF","KOREA, DEMOCRATIC PEOPLE'S REP","UKRAINIAN","YUGOSLAVIA, FEDERAL REPUBLIC O","GUINEA BISSAU","GERMAN FEDR REPUBLIC","PITCAIRN","DOMINICA","MOLDOVA, REPUBLIC OF","MONTENEGRO","MACAO","CURACAO"
2006,60168056.36,49968.20,2893578.12,102106383.82,60225.85,601051.15,685919.53,658960.93,799079.22,3741552.49,1317468.95,2332105.55,6125237501.08,68025.08,17430.00,44485078.57,496462526.75,619975979.38,103967.17,31610782.84,3147577.66,216792.00,82120.00,370414384.36,28540.00,3537846.04,428746.87,27388173.37,8914214.73,7484762.92,3329.55,86926.67,13241245.59,35181331.39,525141.30,1132360.57,6795.33,172790925.63,150080.77,7283377.10,11313703.56,17278478.07,8932.32,83503210.60,114132063.69,3333.27,556098.91,2936069.90,42399563.10,53061954.77,5143048.42,146372.25,117035.53,13453023.35,70608140.57,6820056.91,342068732.74,238046.79,394928.00,59654330.08,484102327.83,870948214.62,27463635.25,4737298.78,70103055.11,144355.50,6545.00,645089864.50,29587824.77,13097836.47,18181460.99,2100.00,221049262.72,1302207.83,53370071.20,29083.25,63318624.47,12519311.91,97919158.24,706004.16,28078110.65,77613450.57,4781549.74,781407.35,26393851.12,5253.30,28017896.61,95936930.54,2854957.79,19892443.37,4762023.58,913121.68,7068557.40,888336.68,471543.44,11768092.37,4751216.12,55469.35,112587635.54,5573917.49,3507652.48,16723147.81,10894.37,180160098.48,123520738.74,8410958.49,295824.42,430170.94,6726.00,77402969.29,49607697.87,22836711.40,415032.82,140450.62,56101217.83,4067012.37,70181171.68,103932.00,30731887.48,46513181.26,23975.51,2189573.75,25696027.26,51196023.12,559096.57,755159.23,15887986.63,11730.00,34966.16,34361.90,112011.65,580.00,48590114.28,12580043.01,9314413.29,86712817.83,318009.61,543432.47,723018518.28,147500517.18,212795.25,107437.56,71304312.78,1618547.41,2974.25,429016.58,9599.98,5899075.49,26649895.37,55630773.93,121235.99,200855.68,2754319.74,3879087.22,1988228.07,163347604.05,1361627.16,16550.00,218027.75,362924.67,5920.00,100111431.89,503748748.89,11786295.54,32392883.43,70583907.67,8966238.49,50337050.85,25797.73,16877669.95,8711416.14,88730378.97,10900238.78,32741192.48,12323441.27,14435513.30,127368.46,1886815.45,660.80,28008218.84,699630.27,17296.76,78852563.59,29642685.46,320377.75,243325067.24,19836954.06,813969.60,953984644.48,20810250.98,37752540.32,553576360.61,1004553.66,30982674.62,36299.84,1309246323.87,67793.49,1071042.84,6318417.81,2101713.48,190345.07,206200309.65,8252.34,429825110.38,957744.79,231368.29,1733469660.44,401898.70,982002.65,52234296.69,2791997.09,310934164.22,41139.12,130395179.02,490282110.03,892561.63,46147045.57,71563836.17,24106.08,413784589.78,12632548.07,2964682.39,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0
2007,48541330.72,113900.15,1173601.50,71786401.34,1031000.45,1819312.55,229331.08,76365.73,719477.69,1247845.72,282605.81,777680.11,4124758112.59,7628.00,1076247.08,41493109.19,373017310.94,505627162.48,4184.71,21172186.56,1507641.19,107208.48,"0",272974455.05,"0",6392491.78,1517004.57,22380366.24,29227995.04,2579142.00,"0",205207.09,8822649.67,10590931.71,698280.18,819808.85,48053.39,122459372.52,212914.73,18207130.79,11116748.27,18129952.32,10523.99,71835854.13,87697895.90,"0",50.13,1217538.69,23716240.04,59624973.79,1883343.53,47021.43,2517.43,12321307.64,64441382.44,2710656.28,923799161.35,33396.00,"0",58162804.31,405801715.80,739778832.51,17182515.99,5415009.19,46060651.10,385913.38,"0",549458822.86,12578957.73,3787968.77,7888503.94,2494.49,169132797.67,1691912.29,28162576.92,2267057.91,49988191.79,10584402.03,100729094.60,915637.51,25210087.33,63567217.66,3210450.24,474412.18,17937723.53,"0",19399051.01,67996030.50,1118999.18,11994699.75,3259471.43,1321607.65,9920259.90,485727.68,33651.00,9389087.58,2327741.37,381838.93,108110012.79,5881678.34,2706091.80,14184609.18,"0",165698496.06,114813250.52,5658958.74,"0",56023.14,5937.10,74304984.92,33031038.43,37224462.34,239900.00,387034.31,69600483.16,4169333.62,77592300.75,"0",29909807.78,57547659.10,100585.15,667349.74,26582821.93,47031830.29,150513.44,483434.87,15503952.96,"0",105935.91,116914.80,"0","0",43157856.85,5346356.30,7276652.63,69052126.35,617503.93,497296.87,535917157.10,115422407.04,33529.53,234710.77,55301919.95,359239.08,2231.99,391381.23,"0",3686690.83,7871026.33,44564919.90,"0",313913.11,2529396.97,4028578.48,2791388.86,157122803.13,273902.63,197155.57,42964.49,39936.12,9059.00,70171086.68,433024067.59,9207252.85,34492339.73,100267201.88,3680696.08,56110952.43,21301.99,22081795.27,3329528.30,104386895.47,8601139.83,23517558.09,10172320.22,11254309.96,174331.75,3286856.64,"0",9059366.18,223459.64,20539.99,52171256.13,103310284.85,193312.70,186684718.76,18840988.02,1032971.34,816665407.61,8777113.58,31153851.27,494183850.16,420313.15,30333861.00,124582.98,1041632428.49,"0",1274247.43,6883673.32,3031703.47,84326.30,149802262.02,1833.98,308183741.84,1252425.86,215211.72,2155223579.51,192005.13,571431.74,27622947.97,1132153.50,199763275.92,1200213.17,107537281.54,402071461.25,1350748.59,21430450.05,93827605.23,1276643.04,289179913.06,3340341.44,3484174.94,39173.82,561921.66,37384.44,20961.58,8133.04,63628.92,20000.00,858268.12,419560.38,535485.82,2760.00,173965.70,6340.00,6514.03,193675.38,21439.71,38424.44,3175.30,99653.41,883153.49,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0
2008,20648487.10,61690.71,5349.98,15588012.18,6119.33,1577263.67,325500.25,98303.34,84704.85,604635.34,24092.12,719246.69,1196569722.34,9796.01,130985.32,13971176.80,159997421.84,98071038.65,"0",9028236.23,1012647.65,"0","0",113347468.86,"0",6786375.61,177625.03,15171026.78,60598232.85,920473.80,"0",27711.27,5302931.14,453933.34,4189.97,667755.64,"0",58175788.31,218615.52,"0",4371409.72,7092867.73,14539.62,31113496.78,39813822.04,"0","0","0",8938621.75,27765274.56,7474549.06,52929.53,72294.85,4190219.51,26254711.52,943291.72,1031013400.89,1689.00,"0",21641065.30,212493976.69,334896499.78,800140.38,2290674.64,66152111.11,"0","0",251074207.57,9000372.26,10612192.06,13800697.79,21528.39,308107040.42,1241158.18,20081983.55,"0",21003831.60,4281955.67,50037181.53,919148.42,5071708.56,18786977.93,1593248.32,412790.87,3597880.89,"0",49823588.40,25265612.24,1023912.04,3740942.65,2135682.81,466368.45,4233647.08,141566.72,128027.99,2366533.89,12429211.82,178662.37,84054595.32,3063520.47,1004973.63,12263782.90,"0",97860684.39,57632596.31,4489061.19,67311.37,424011.26,"0",35599286.36,14697249.53,624884.09,13999.99,40162.50,32757324.30,14743613.18,39276818.32,128303.20,8144631.35,26572699.54,2546.68,478516.41,5727050.64,24831915.83,255632.72,247122.21,9207674.92,"0",83348.75,"0",56467.42,3000.00,11722183.35,5596758.39,3686409.57,34798454.98,39500.00,386814.74,98750828.51,51121600.32,68838.52,39950.02,28423363.04,108783.91,"0",150296.92,"0",3357796.15,3351104.30,29164668.01,"0",152460.42,521236.96,4295265.26,2150135.61,204810100.20,134953.19,1400.00,"0",152832.18,49438.54,29225617.13,149421072.28,2321271.30,19038508.46,43964559.09,3915908.10,42460843.89,29824.07,7540754.90,1769878.23,229354753.43,3526158.90,18264468.99,5341368.19,7708544.59,14080.77,389495.43,"0",22163699.65,52974.03,16832.27,58078991.88,26187571.82,198976.86,54769118.71,12746400.83,1158423.25,460939574.87,835835.29,16182645.34,267077800.33,124162.76,27305921.68,45525.77,494312779.45,105698.68,228557.53,1569165.68,2098.55,63302.27,27914059.00,5219.98,150783290.76,69406.96,123999.15,1452383157.39,80087.97,85779.59,8273182.44,116731.66,81020790.98,"0",45699740.50,236169090.99,474861.00,8878090.28,158803939.79,"0",211954489.13,16416824.31,1547580.94,"0",707072.32,"0","0","0","0","0","0","0","0",19440.59,"0",226520.00,"0","0","0",5467.23,"0","0","0",30240.05,2500.00,3154.94,4714.12,4523.78,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0
2009,11035521.29,147059.52,282672.09,16104993.10,8765.44,1411023.08,4423992.34,190561.90,1434471.16,707126.24,"0",233782.68,1153137071.81,"0","0",12506619.93,164438711.95,139409926.25,"0",9701461.72,1996527.95,84815.00,"0",83758798.69,"0",6822419.53,437235.13,11002580.27,87613117.62,2146096.96,"0","0",2451822.67,1894768.06,853.99,929961.69,303.39,57310343.06,27844.94,"0",2758516.85,305605.54,5321.57,22411997.22,132835224.75,5966.17,390.36,"0",6986381.47,100137981.12,878401.29,24356.84,21226.14,4027743.05,20722974.14,869853.67,1505042100.27,45900.45,"0",22975683.87,197257553.52,256262671.84,637414.14,1717003.36,34117543.56,"0","0",233768813.72,15986345.92,24058221.25,4767482.45,"0",212611756.33,805594.48,22723330.35,"0",17681519.81,4156363.66,44036548.49,2718921.58,8037817.01,25229257.12,3755502.30,250917.76,4208223.58,"0",30645780.81,30410346.37,474765.17,2661838.13,2505857.31,577678.35,4416462.63,289402.72,7792.89,6204952.28,7835682.31,95111.29,55190010.07,3638914.01,658547.22,14592859.16,"0",119204085.74,55053970.17,3761214.41,65351.35,245694.88,"0",48009452.97,14816686.84,25718097.96,4834.98,334.12,24877437.06,70047203.95,72523905.64,"0",5524461.42,40591013.38,6201.99,641634.19,6740584.84,16361916.12,22134.11,207573.45,9820124.80,90844.80,154482.83,"0","0","0",6582934.07,8943687.47,2457638.88,37151125.12,354780.00,215363.95,81675183.93,64979035.79,169572.95,"0",51427060.20,357648.62,"0",168142.58,21615.65,2742927.98,3470166.81,32089277.49,"0",35695.53,593704.66,3036673.12,2385940.52,90354107.85,49298.99,"0","0",174458.41,6117.85,18747576.94,167415161.89,2519594.84,11717494.52,80655243.24,5255884.72,50655167.86,48140.48,725155.81,918508.72,125768990.72,3889227.26,11419460.78,10151993.17,5795120.42,"0",1079238.08,72271.46,18681841.24,"0",168476.21,43838412.82,27590420.63,21065.88,90463674.91,3925326.54,410254.37,396111729.17,1239606.61,12054454.27,182194710.01,39239.67,42041856.23,1000.38,506877520.94,"0",207006.82,2008325.45,122775.32,16997.98,28415345.48,2894.80,84694299.50,118780.84,382379.79,1170079688.96,189266.84,49884.61,34821471.93,365712.34,88481311.70,"0",37165251.40,133697665.73,160585.99,19057867.03,150005825.61,"0",243181088.54,9429171.99,1147086.37,"0",51386.96,"0","0","0","0","0","0","0","0","0","0",9940.49,14806.11,"0","0",850.20,133.94,"0","0",35762.18,"0","0",3591.99,4786.73,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0
2010,18306619.44,138920.71,17363.62,19196226.61,54393.86,3662038.84,3445412.81,259517.23,2324450.44,689401.52,"0",484135.91,1296512961.60,137771.72,"0",14079862.37,229510604.74,463639722.58,"0",9127027.54,1998780.81,12999.99,"0",300801838.30,"0",6378545.32,378387.83,11790732.23,16949889.51,1817250.53,"0",27390.84,2198237.71,676538.85,79867.63,868926.03,774.45,69846340.34,33034.55,"0",2958974.33,432460.46,1176.00,30222446.58,98744823.28,"0","0",480475.00,7862335.54,111884812.12,1009466.21,93163.39,104655.26,5472125.01,24067181.50,974580.25,1698979466.61,3628.12,392021.25,30271835.63,219904104.76,284136378.73,1450367.07,1495287.69,151006830.38,"0","0",254774026.19,23427863.92,21178291.31,14176445.31,1216.46,178803637.33,592985.97,29691613.54,"0",22194298.53,7547807.73,80034898.08,2175922.29,9966795.51,27568613.31,2075487.21,376322.83,6339850.99,3049.96,61222920.41,25081979.29,62391.70,3199069.05,5504677.95,795708.44,1581508.97,343388.78,3992.24,10265926.34,9173432.72,34422.51,61111769.74,2872243.04,585393.16,12646974.36,"0",188065259.48,63170249.79,4716025.55,6086.00,202379.39,6679.96,85748215.49,15591716.58,18669478.84,9993.25,11680.58,37194063.70,68164887.62,141316933.83,"0",6727768.82,46729619.98,38084.42,396290.60,11606849.50,28574268.97,43520.03,246113.30,10155624.52,74659.20,261589.82,"0","0","0",17758463.45,5229529.16,2062421.32,34622886.10,1661726.56,301593.61,297281209.16,70539527.05,79498.51,"0",81896715.40,12078.79,"0",136136.25,20288.54,3314520.89,6094196.04,28982576.32,"0",89286.25,648476.46,3658484.20,3932247.50,86922300.01,326002.75,"0",599.46,483551.38,38889.21,25318850.37,333094036.23,1800008.41,37339603.01,87694072.07,8967440.53,57857021.66,22481.83,1058297.18,6851382.98,127187334.99,3525009.19,12094119.96,7414152.71,6622717.19,"0",2371798.35,"0",20887018.21,"0",127628.19,69450657.33,46105661.40,75333.89,118568371.36,4166882.49,503866.88,525452209.45,7703255.27,18139684.12,156096470.33,"0",35845130.82,1500.00,583914440.91,1234.84,430912.01,3188441.81,812501.70,6111.72,53214367.46,10478.75,130243917.73,206353.90,558165.67,1467090667.80,156806.55,24125.78,31531535.39,294595.22,108004939.48,"0",30202944.75,174746197.09,288968.39,13922254.17,100972113.32,"0",261722806.91,28166301.25,1206943.40,"0",5218.14,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",6321.98,"0","0","0","0","0",6144.09,"0",4000.50,31538.04,2827.88,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0
2011,22590406.33,97301.82,85129.75,75353734.64,71486.20,4795588.16,10807931.78,137013.62,6266403.49,1334615.10,"0",154253.70,1685555053.71,57902.18,"0",15057426.82,322331336.82,369376406.70,"0",14321099.87,2139241.13,896506.00,"0",470010753.19,"0",7815177.26,982725.74,19079866.23,53196478.86,6698918.16,"0",1103.14,1571843.70,777599.08,"0",1601541.05,3043.13,78150710.51,19069.88,"0",5185985.26,1181388.63,16498.96,99909213.12,281901419.49,5657.17,12602.13,413900.00,8708946.46,59052457.81,1046433.31,61780.32,170082.69,14182213.50,27096758.49,1907509.03,2212220932.26,137703.92,102800.01,35981006.80,270824353.20,351865738.74,3045610.63,2774429.69,75288092.61,"0","0",354847912.61,12221018.96,26006540.37,22364009.04,"0",84578625.98,213774.97,21367891.96,"0",28892297.56,14904862.19,108015377.83,1446969.48,23374668.49,33813741.19,2003714.38,443048.59,4858079.06,"0",42772775.76,40706601.48,32883.91,5457136.05,11238471.79,365858.09,4365609.47,328242.72,3997.90,2618710.99,6481360.32,147497.05,67544973.40,1351415.10,944036.74,16889195.26,"0",138503469.76,77446910.27,6338527.07,23134.73,128463.89,"0",169723774.32,19871087.62,26061011.29,75703.64,"0",55672627.99,102322932.88,110130306.41,22889.22,12107214.77,70722711.12,4707.98,670743.37,14329142.78,42598753.05,972772.35,267095.88,11737404.42,15117.79,161499.79,"0","0","0",17210597.85,7836302.70,2237360.06,54677982.69,81250.12,390842.93,142877742.29,80439258.82,258460.00,221222.10,58649953.18,144162.87,"0",169545.72,61057.61,4584810.34,4898724.05,32706481.10,"0",81973.45,1798387.34,5168672.07,5358871.82,58804043.38,437359.61,3629.98,"0",1077395.95,9742.41,29363334.48,390980265.90,1794621.16,23821833.22,150916837.34,7744344.44,49534407.47,14649.96,806709.38,1378008.88,159063238.19,9231659.88,10842705.12,7682079.81,11849670.16,"0",3098112.38,2611.00,23159133.23,"0",24956.91,20332461.22,68345255.13,66983.42,198850479.60,8256196.41,1297054.62,748561336.83,1066269.02,16560502.40,285367582.51,"0",29087555.02,2958.50,728310691.64,"0",723205.16,6443783.34,1446682.21,30698.80,52882194.84,3152.46,137766657.55,104232.19,116744.90,1856987802.98,118522.84,32440.98,30988336.80,818646.37,128589924.28,"0",30004490.92,214163082.03,856352.66,12698960.62,108677117.02,"0",262989448.28,24892737.28,1498552.34,"0",31316.21,"0","0",699.99,"0",16625.00,"0","0",233099.36,9617.35,"0","0",33354.78,"0","0",12150.60,1316.81,"0","0","0","0","0","0","0",10042.00,"0",3582205.22,663808.81,38525.82,51611.90,24600734.06,4312.40,15883629.60,36298416.21,1066085.41,235939.48,16904551.04,107516.83,15523473.53,71344459.11,8395.27,31483905.68,79794.03,2981361.47,"0","0","0","0","0","0",0
2012,33541505.68,80698.33,96188.33,191883778.88,118393.93,5863500.03,5426413.01,164610.51,14281801.25,1149222.78,"0",157655.12,2987973688.30,3300.96,24840.00,13221026.28,405270825.20,2153750344.18,"0",38949234.57,2332320.12,"0",2742.74,569807191.34,1082.56,10519227.16,3133414.77,19845398.63,28797803.67,3097421.79,4152.00,12984.21,"0",113473.76,184940.07,4251803.32,"0",143883497.88,112983.35,"0",7051699.49,2904239.97,23951.10,213066251.96,180274477.67,375.83,"0",147500.00,10147115.49,30939438.10,1292977.27,82119.23,112093.63,17948524.56,"0",3586064.12,1507238261.03,35395.52,71192.31,56010000.62,259191488.16,438265420.63,16797789.47,3636690.03,81437954.16,"0",785.00,421676816.33,33240481.25,23810759.96,16967393.00,"0","0","0",19865646.69,"0",36290740.59,22935379.09,152112476.31,1918884.05,"0",87259568.05,3205550.61,369197.96,"0","0",16382176.73,87632762.81,"0",11440427.43,8065979.05,942188.33,12413144.82,494268.59,"0",9477630.93,11265669.97,220971.38,66860064.95,11162445.33,2286491.66,21405219.63,"0","0",78059552.53,15638994.31,3281.90,84751.68,"0",194409942.98,29924208.53,20569118.59,38553.38,"0",42806522.13,38432314.19,"0","0",20520231.56,244202012.26,1941.89,680219.08,34894723.20,72632996.69,2698654.18,163273.64,16483768.59,134888.84,311211.28,"0","0","0",50015843.60,"0",3790945.06,72812798.59,595916.62,321169.91,341399245.22,152017806.35,337645.84,65892.24,59645510.94,"0",494.99,31490.34,7599.91,7861673.37,8667270.88,43932269.17,"0",159902.71,1521760.50,4777377.03,10983523.82,"0",286626.75,"0","0",1602838.49,4687.07,67825268.20,376348325.18,3097959.09,"0",80984303.61,18716101.10,58231552.52,7380.56,2574922.70,1341035.24,132171400.16,16720185.10,11416619.12,9742570.86,17477193.58,800.00,4456884.60,2818.00,14228392.28,179271.16,314913.76,22215026.83,44485585.21,1167349.96,252683803.96,21067175.07,1939446.96,801537021.22,3750587.64,30507877.27,377015140.09,"0",40372986.19,14956.05,1002760635.95,"0",443918.87,12518152.84,6162831.62,45770.00,90518024.65,"0",226129537.30,443382.25,"0",2948893605.22,154567.01,54744.73,28097123.58,1483723.04,180229988.23,"0",42006585.03,312002404.15,738257.57,26489042.07,67020522.00,"0",374150777.78,21985196.71,2829968.22,"0",669.00,"0","0","0","0","0","0","0",486139.60,"0","0","0",10950.30,"0","0","0","0","0","0","0","0","0","0","0",57217.05,"0",31843962.88,2262966.27,2201367.32,592007.79,60746798.60,28579.13,73618580.85,124399371.43,3340996.62,1393557.49,59229638.34,299156.02,74961018.68,376671249.85,54439.32,64367264.02,27049.51,8935928.12,8760.15,"0","0","0","0","0",0
2013,49559524.33,46049.58,66859.70,135129318.07,61960.46,6400071.89,1869716.02,153433.20,27558438.16,550876.50,7087.20,114550.79,3271730320.61,104061.10,"0",17341078.05,504913784.09,2200455564.12,"0",48159926.30,4919482.26,1637.44,"0",637853212.16,"0",11102650.89,5565307.80,27132513.17,41423133.95,1159297.31,1272.33,6000.00,"0",296676.14,209042.98,3277664.02,"0",153903138.37,10937.00,"0",7709417.78,955465.61,17331.97,121223011.57,230357950.44,"0",3892.25,1654166.60,9277632.32,24272804.79,1463584.79,19300.47,282591.96,15748061.44,"0",3118721.71,1512744207.47,3797.00,65509.84,69257194.04,336985194.77,566278871.73,18236708.85,3435640.51,84732901.20,"0",14226.45,525810224.03,13823473.24,23624083.71,8414385.50,1264.11,"0","0",23639420.16,"0",45478270.24,24121060.28,183814148.22,1910616.91,"0",109169255.18,3616848.67,742507.11,"0","0",65734435.06,108237006.71,"0",8678392.13,3089142.15,2207117.19,41091832.25,327914.74,"0",7503855.87,13366886.96,132748.44,81155409.88,11710791.33,4072987.39,18496947.60,"0","0",99704702.45,15439967.54,2127.24,109086.88,"0",177065190.94,34923535.59,16136677.81,82234.67,18054.06,73215654.09,59423687.93,"0","0",12958902.92,229405543.65,7587.93,542277.11,30850874.87,75461089.68,2429718.29,149723.29,26266880.52,57392.24,107944.56,10002.99,"0","0",42896943.02,"0",2485501.85,88180976.04,307861.00,379454.35,340567595.39,162597615.99,639922.27,451266.82,101982692.70,"0","0",81039.25,6999.91,7302896.75,7840596.23,43046543.66,"0",109161.44,1631637.13,8558926.20,10988550.52,"0",155348.22,"0","0",2427395.23,5787.37,73505274.81,358147414.91,1647679.53,"0",123402678.58,29571760.05,77964315.75,46764.68,2754561.76,3448399.25,214003142.33,33030203.66,11493078.22,18920346.92,24083202.98,"0",5326462.07,"0",24391364.18,"0",60092.38,65597442.63,92208410.68,343442.02,305150019.09,25117800.71,1884840.13,934756125.97,2714551.13,43358422.06,551848339.34,"0",74889538.84,"0",1266347975.45,41694.05,564951.86,17854369.17,9284650.47,79640.00,135348468.52,4683.88,261973090.71,457550.59,"0",1664634582.66,441462.83,124641.78,75662352.05,2763136.60,202673751.62,"0",51722203.57,360411256.56,1074850.94,33027302.75,63580705.42,"0",421914180.97,18230448.60,1847173.44,"0",19697.50,"0","0","0","0",2600.00,"0","0",123698.04,"0","0","0",9480.01,"0","0",5230.50,10694.18,"0","0","0","0",152100.00,7022.00,2749.97,6143.61,52472.18,41672658.30,9980666.94,8405012.47,509983.06,52536504.46,24649.75,122294656.02,57886643.22,4698889.31,875200.69,91610637.93,88306.83,163263874.49,360491655.85,16085380.06,70777149.09,20807.30,4749258.30,2081.57,12205.00,899.99,"0","0","0",0
